"CaseId";"EventName";"Timestamp"
"10202";"Receive Customer Order";"2017-08-21T15:41:08"
"10202";"Receive Payment";"2017-08-24T22:08:35"
"10202";"Ship Goods Standard";"2017-08-28T14:25:37"
"10202";"Receive Delivery Confirmation";"2017-09-16T02:20:34"
"10203";"Receive Customer Order";"2017-07-05T23:36:38"
"10203";"Receive Payment";"2017-07-07T15:03:20"
"10203";"Ship Goods Standard";"2017-07-10T05:31:01"
"10203";"Receive Delivery Confirmation";"2017-07-16T17:22:33"
"10204";"Receive Customer Order";"2017-08-23T23:12:45"
"10204";"Receive Payment";"2017-08-25T19:08:54"
"10204";"Ship Goods Standard";"2017-08-29T18:07:57"
"10204";"Receive Delivery Confirmation";"2017-09-09T04:03:14"
"10205";"Receive Customer Order";"2017-07-08T17:37:28"
"10205";"Receive Payment";"2017-07-12T16:56:27"
"10205";"Ship Goods Standard";"2017-07-14T03:55:07"
"10205";"Receive Delivery Confirmation";"2017-07-22T20:26:58"
"10206";"Receive Customer Order";"2017-06-07T14:31:22"
"10206";"Receive Payment";"2017-06-11T01:04:02"
"10206";"Ship Goods Standard";"2017-06-13T13:04:11"
"10206";"Receive Delivery Confirmation";"2017-07-02T19:20:01"
"10207";"Receive Customer Order";"2017-06-28T20:46:56"
"10207";"Receive Payment";"2017-07-01T00:00:09"
"10207";"Ship Goods Standard";"2017-07-02T09:47:02"
"10207";"Receive Delivery Confirmation";"2017-07-21T19:04:13"
"10208";"Receive Customer Order";"2017-08-05T09:27:35"
"10208";"Receive Payment";"2017-08-06T10:25:34"
"10208";"Ship Goods Standard";"2017-08-10T05:04:18"
"10208";"Receive Delivery Confirmation";"2017-08-16T12:20:38"
"10209";"Receive Customer Order";"2017-08-13T06:44:15"
"10209";"Receive Payment";"2017-08-17T21:07:14"
"10209";"Ship Goods Standard";"2017-08-19T13:52:11"
"10209";"Receive Delivery Confirmation";"2017-08-23T22:30:23"
"10210";"Receive Customer Order";"2017-06-28T11:36:52"
"10210";"Receive Payment";"2017-07-02T11:35:15"
"10210";"Ship Goods Standard";"2017-07-04T21:33:02"
"10210";"Receive Delivery Confirmation";"2017-07-15T10:54:35"
"10211";"Receive Customer Order";"2017-06-08T08:38:49"
"10211";"Receive Payment";"2017-06-12T08:52:28"
"10211";"Ship Goods Standard";"2017-06-14T02:08:59"
"10211";"Receive Delivery Confirmation";"2017-06-23T08:00:09"
"10212";"Receive Customer Order";"2017-08-12T01:01:56"
"10212";"Receive Payment";"2017-08-13T08:39:58"
"10212";"Ship Goods Standard";"2017-08-17T01:50:36"
"10212";"Receive Delivery Confirmation";"2017-08-21T18:30:29"
"10213";"Receive Customer Order";"2017-09-16T21:43:10"
"10213";"Receive Payment";"2017-09-20T03:09:42"
"10213";"Ship Goods Standard";"2017-09-20T15:10:46"
"10213";"Receive Delivery Confirmation";"2017-10-07T23:32:39"
"10214";"Receive Customer Order";"2017-06-05T15:24:44"
"10214";"Receive Payment";"2017-06-09T12:23:04"
"10214";"Ship Goods Standard";"2017-06-13T14:54:44"
"10214";"Receive Delivery Confirmation";"2017-06-20T15:38:30"
"10215";"Receive Customer Order";"2017-08-01T22:55:49"
"10215";"Receive Payment";"2017-08-04T16:07:58"
"10215";"Ship Goods Standard";"2017-08-06T03:35:47"
"10215";"Receive Delivery Confirmation";"2017-08-20T22:52:06"
"10216";"Receive Customer Order";"2017-08-05T00:46:49"
"10216";"Receive Payment";"2017-08-09T10:36:36"
"10216";"Ship Goods Standard";"2017-08-10T05:07:41"
"10216";"Receive Delivery Confirmation";"2017-08-24T13:00:45"
"10217";"Receive Customer Order";"2017-06-01T02:17:20"
